school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3;subject
GP;F;17;U;LE3;T;3;3;other;services;other;mother;1;1;0;no;no;yes;no;yes;yes;yes;no;5;2;2;1;4;5;0;9;9;9;java
MS;F;18;R;GT3;T;1;3;services;services;home;mother;2;3;0;no;yes;yes;no;yes;yes;yes;no;3;4;3;1;3;3;0;10;10;11;java
GP;F;17;U;GT3;T;1;2;health;other;home;father;1;2;1;no;no;yes;yes;yes;yes;no;no;5;5;4;4;2;4;0;10;9;8;java
MS;M;17;U;LE3;T;4;4;services;other;course;mother;1;2;2;no;no;no;yes;no;yes;yes;no;5;4;2;5;2;4;0;7;7;7;java
MS;F;18;U;GT3;T;1;1;services;other;home;father;1;3;0;no;yes;yes;no;no;yes;yes;no;4;4;4;1;1;4;1;14;10;14;java
MS;F;17;R;GT3;T;1;4;at_home;other;reputation;father;1;4;0;no;yes;yes;yes;yes;yes;yes;yes;4;3;2;1;1;3;0;11;11;7;java
GP;F;18;U;GT3;T;2;4;services;other;course;mother;1;1;1;yes;yes;no;no;no;yes;yes;yes;4;4;4;1;3;3;1;8;8;8;java
GP;M;16;R;GT3;T;4;4;teacher;at_home;other;father;1;2;0;no;yes;no;yes;yes;yes;yes;yes;1;4;2;3;4;1;2;6;3;8;java
GP;M;17;U;GT3;T;4;2;services;other;reputation;mother;2;2;0;no;yes;no;no;no;yes;yes;no;3;5;2;1;5;2;1;7;8;11;java
GP;F;18;U;GT3;T;4;1;teacher;services;home;mother;2;1;0;no;no;no;no;no;yes;yes;no;5;2;2;1;2;5;1;4;7;10;java
GP;F;15;U;GT3;T;2;3;other;teacher;course;mother;1;1;0;no;yes;yes;no;yes;yes;yes;no;4;1;2;1;3;5;0;7;8;9;java
GP;F;15;U;GT3;T;4;1;health;other;reputation;mother;1;1;0;no;no;yes;yes;yes;yes;yes;no;3;3;4;1;3;4;23;14;11;14;java
GP;F;15;U;GT3;T;3;1;other;services;course;father;4;3;0;no;yes;yes;no;yes;yes;no;yes;4;3;5;1;3;2;3;11;12;14;java
GP;M;17;R;GT3;T;4;4;services;teacher;home;mother;2;1;0;no;yes;no;no;yes;yes;no;yes;4;3;4;1;3;3;5;6;2;5;java
GP;M;19;R;GT3;T;3;2;other;other;other;mother;1;1;0;no;no;yes;no;no;yes;no;no;4;2;3;1;1;3;0;13;13;16;java
GP;M;20;U;GT3;A;4;1;other;other;other;father;2;3;0;no;yes;yes;yes;yes;yes;yes;yes;4;2;4;1;2;5;1;10;10;11;java
GP;M;17;U;LE3;T;3;3;other;services;reputation;mother;1;2;0;no;no;yes;no;no;no;yes;no;3;5;3;1;1;4;5;9;13;14;java
GP;M;15;U;GT3;T;4;1;other;health;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;5;3;3;1;2;2;6;8;11;13;java
GP;F;16;U;GT3;T;2;3;at_home;health;course;mother;3;1;2;no;no;no;yes;yes;yes;yes;no;5;3;4;1;1;3;10;9;7;11;java
GP;M;16;U;GT3;T;2;1;services;other;home;mother;1;1;0;no;no;yes;no;yes;yes;yes;no;4;4;2;1;1;2;2;11;8;10;java
GP;M;15;U;LE3;A;3;3;services;at_home;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3;3;2;1;2;2;6;10;13;13;java
GP;F;15;U;LE3;A;2;4;other;other;course;other;1;1;0;no;yes;no;yes;yes;yes;yes;yes;3;2;4;3;4;5;1;6;3;6;java
GP;M;17;U;GT3;T;2;3;teacher;other;home;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;4;0;10;10;11;java
MS;M;18;R;GT3;T;3;4;other;health;home;other;1;4;0;no;yes;yes;yes;yes;yes;yes;yes;5;4;3;2;1;5;6;8;7;9;java
GP;M;16;U;LE3;T;4;2;services;other;course;mother;3;1;2;yes;yes;yes;yes;yes;no;yes;yes;4;3;3;2;1;5;0;6;10;11;java
GP;F;15;U;LE3;T;4;2;services;other;reputation;father;2;2;1;no;yes;yes;no;yes;yes;no;no;1;2;1;1;1;3;1;8;8;7;java
GP;F;15;U;GT3;T;0;1;at_home;services;reputation;mother;1;1;1;no;no;no;no;no;yes;yes;yes;5;3;4;1;2;5;0;8;7;7;java
MS;M;18;U;LE3;T;2;4;health;other;course;mother;1;1;0;no;yes;no;yes;no;yes;no;no;3;5;2;1;3;1;9;14;15;17;java
GP;F;16;U;GT3;A;4;1;at_home;other;reputation;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;1;4;0;17;18;17;java
GP;F;16;U;GT3;A;1;2;other;teacher;course;mother;1;1;0;yes;yes;yes;yes;yes;yes;yes;no;4;2;4;1;1;3;0;8;9;8;java
GP;F;17;U;GT3;T;2;4;at_home;services;home;father;1;3;3;yes;no;yes;yes;yes;yes;yes;yes;4;2;4;2;3;3;2;9;7;8;java
GP;F;18;R;GT3;A;2;1;services;other;reputation;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;no;4;2;3;1;2;5;0;13;12;13;java
GP;M;18;U;GT3;T;4;1;other;other;reputation;mother;1;4;0;no;no;no;no;no;yes;yes;no;4;4;5;1;4;3;0;18;18;17;java
GP;M;18;U;LE3;T;2;1;services;services;reputation;mother;2;2;0;no;no;yes;yes;no;yes;no;no;4;1;2;2;5;5;6;10;11;14;java
GP;F;18;U;LE3;T;2;1;other;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;4;1;1;3;7;7;8;9;java
GP;M;17;U;GT3;T;1;1;services;services;course;father;1;2;0;no;yes;no;yes;yes;yes;yes;yes;4;3;2;1;1;3;12;6;7;13;java
GP;F;17;R;GT3;T;4;2;at_home;other;reputation;mother;2;1;0;no;yes;yes;no;no;yes;yes;yes;4;2;2;1;4;5;0;13;9;8;java
GP;M;16;U;GT3;T;3;1;other;other;course;father;2;2;1;no;no;no;yes;no;yes;yes;no;3;4;5;1;2;3;1;14;13;15;java
GP;M;18;R;LE3;T;4;2;teacher;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;4;0;15;11;11;java
GP;F;17;R;GT3;T;3;3;services;other;reputation;mother;1;2;1;no;yes;yes;yes;yes;yes;yes;yes;4;2;2;1;1;3;0;5;5;4;java
GP;M;17;U;LE3;T;3;2;teacher;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;4;2;2;1;2;3;13;12;10;java
GP;F;15;U;GT3;T;4;1;at_home;at_home;home;mother;1;2;0;no;yes;no;no;yes;yes;no;no;3;2;2;4;4;4;3;14;13;13;java
GP;F;19;U;GT3;A;2;1;at_home;services;home;mother;2;3;0;no;no;yes;yes;yes;yes;yes;no;5;5;3;1;3;1;3;10;7;6;java
GP;M;16;U;GT3;T;1;2;teacher;other;course;mother;2;1;0;no;yes;no;no;yes;yes;yes;no;5;4;5;1;1;4;0;6;6;5;java
GP;M;18;U;GT3;T;2;3;other;other;reputation;other;1;4;0;no;yes;yes;no;yes;yes;yes;yes;5;3;1;1;3;5;0;10;11;8;java
GP;M;19;U;LE3;T;2;2;other;services;reputation;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;4;5;2;1;4;5;3;14;13;15;java
GP;M;16;U;LE3;T;3;3;other;other;course;other;1;2;0;no;no;no;no;no;yes;yes;no;4;2;2;2;3;5;1;10;10;13;java
GP;F;16;R;GT3;A;4;4;other;services;course;mother;1;3;0;no;no;yes;no;yes;yes;yes;no;5;2;3;1;1;1;0;13;13;11;java
GP;M;15;U;GT3;T;4;2;services;teacher;reputation;father;2;2;0;no;yes;yes;no;yes;yes;yes;no;5;3;1;1;3;3;0;11;11;10;java
GP;F;18;U;GT3;T;0;2;at_home;services;course;mother;1;2;1;no;no;no;no;yes;yes;no;yes;4;4;5;1;1;5;0;8;6;6;java
GP;M;18;U;GT3;A;2;3;teacher;other;course;mother;2;3;0;no;yes;no;no;yes;no;yes;yes;3;5;2;3;4;1;2;6;6;8;java
GP;M;17;U;GT3;T;1;4;teacher;other;home;mother;1;2;0;no;yes;yes;yes;no;yes;yes;no;5;3;3;3;2;4;0;11;8;7;java
MS;M;17;U;LE3;T;3;3;services;at_home;other;father;1;2;0;no;yes;no;no;yes;yes;yes;no;5;3;2;1;1;5;0;10;14;12;java
GP;F;18;U;GT3;T;4;2;services;services;course;mother;3;1;0;no;yes;yes;no;yes;yes;yes;no;5;3;5;1;1;3;0;6;9;11;java
GP;M;16;U;LE3;T;2;3;services;other;home;father;2;2;0;no;yes;no;no;yes;yes;yes;yes;3;3;5;1;1;3;0;15;13;12;java
GP;F;15;U;LE3;T;4;4;at_home;services;reputation;father;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;2;1;4;2;5;java
GP;M;18;U;GT3;T;2;3;other;other;course;father;1;1;0;no;no;no;no;no;yes;yes;yes;4;4;2;1;1;4;0;13;10;12;java
GP;M;16;U;LE3;T;4;4;services;other;course;mother;2;2;3;no;no;no;yes;yes;yes;yes;yes;4;3;4;2;4;1;0;9;9;8;java
MS;M;16;U;GT3;A;4;4;other;other;reputation;mother;2;2;0;no;yes;no;no;yes;yes;no;yes;5;4;3;1;3;2;0;9;10;8;java
GP;M;18;U;GT3;A;4;1;other;teacher;course;mother;1;2;0;no;no;yes;no;no;no;yes;no;5;2;3;1;4;2;0;15;18;14;java
GP;F;16;U;GT3;A;2;4;teacher;teacher;other;mother;1;3;0;no;no;no;no;no;yes;yes;no;5;2;5;1;1;5;0;12;10;8;java
GP;M;17;R;LE3;T;3;3;health;other;home;father;1;3;0;no;no;no;yes;yes;yes;yes;no;5;3;4;2;3;3;11;10;13;14;java
GP;M;17;U;GT3;A;3;3;at_home;other;home;mother;1;3;0;no;no;yes;yes;yes;yes;yes;yes;3;3;3;1;5;5;31;11;10;11;java
GP;M;18;U;GT3;A;3;4;health;at_home;home;mother;2;2;1;no;yes;no;no;yes;no;yes;yes;5;5;3;1;5;1;0;7;5;8;java
GP;M;19;U;LE3;T;1;3;services;other;reputation;mother;1;1;0;no;no;yes;no;yes;yes;yes;no;5;5;3;1;4;3;1;16;13;11;java
GP;M;17;R;GT3;T;3;4;at_home;other;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;5;3;2;1;4;2;0;10;9;9;java
GP;F;15;U;GT3;T;2;3;other;other;reputation;father;1;2;0;yes;yes;no;yes;yes;yes;yes;no;5;3;3;3;1;4;14;5;6;6;java
GP;M;16;U;GT3;T;1;1;other;health;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;3;1;2;5;4;0;14;12;12;java
GP;F;16;U;LE3;T;4;1;teacher;other;reputation;mother;2;3;0;no;yes;yes;no;yes;yes;yes;no;4;2;3;1;1;4;1;17;15;12;java
MS;F;17;U;GT3;T;0;4;health;services;course;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;3;3;2;3;5;5;0;6;4;5;java
GP;F;18;R;GT3;T;1;2;at_home;services;home;mother;2;1;0;no;no;yes;yes;no;yes;no;no;5;3;2;1;3;2;2;8;7;8;java
GP;M;16;R;LE3;T;2;2;at_home;other;course;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;4;2;3;1;1;5;0;16;11;14;java
GP;M;15;U;LE3;T;2;1;teacher;at_home;reputation;mother;1;1;0;no;yes;yes;no;yes;yes;yes;yes;4;1;3;2;1;1;3;11;12;12;java
GP;M;16;U;LE3;T;1;2;other;other;course;other;2;3;0;no;no;yes;no;yes;yes;yes;no;4;4;2;1;2;4;0;10;12;10;java
GP;F;16;U;LE3;T;3;3;health;services;reputation;mother;2;4;1;yes;yes;yes;no;yes;yes;yes;no;5;2;1;1;1;1;0;12;10;9;java
GP;M;17;U;GT3;A;4;3;other;services;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;3;3;2;1;1;1;0;7;7;10;java
GP;M;16;U;GT3;T;1;3;services;other;reputation;mother;2;2;1;no;no;yes;yes;yes;yes;yes;yes;4;3;4;1;4;3;2;13;13;13;java
GP;M;15;U;LE3;T;2;3;other;health;course;father;3;3;1;yes;no;no;no;yes;no;yes;yes;4;3;2;5;4;2;0;6;5;7;java
MS;F;17;U;GT3;A;3;1;other;services;course;mother;4;3;0;no;no;no;no;yes;yes;yes;no;3;4;5;1;2;5;0;13;12;12;java
GP;F;15;R;GT3;T;1;1;other;at_home;other;mother;1;2;0;yes;yes;no;no;yes;yes;yes;no;5;5;1;3;2;5;1;9;10;12;java
GP;M;19;U;LE3;T;2;1;health;services;reputation;other;1;2;0;no;yes;yes;no;yes;yes;no;no;4;2;2;1;1;5;5;16;14;15;java
GP;F;16;U;GT3;T;4;2;services;services;home;mother;3;2;0;no;no;no;yes;no;yes;yes;no;4;3;2;2;2;5;6;10;9;13;java
GP;F;18;U;GT3;T;4;4;at_home;at_home;home;mother;1;2;0;yes;yes;no;yes;yes;yes;yes;yes;5;3;4;1;2;3;0;9;10;11;java
GP;F;19;U;GT3;A;3;3;other;services;reputation;mother;1;2;1;no;yes;no;no;yes;yes;no;no;1;4;3;1;3;3;0;4;4;5;java
GP;F;16;U;LE3;T;1;3;other;at_home;reputation;mother;1;3;3;no;no;yes;yes;yes;yes;yes;no;5;4;3;1;1;2;1;10;11;13;java
GP;M;17;R;LE3;A;1;3;other;other;home;mother;2;2;0;no;no;no;yes;yes;yes;yes;no;5;3;4;2;3;2;0;11;9;11;java
GP;F;17;U;GT3;T;4;2;services;other;home;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;3;1;3;5;0;11;12;12;java
GP;M;18;R;LE3;T;2;4;other;services;reputation;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;4;4;3;4;5;1;1;13;11;13;java
GP;F;18;U;LE3;T;4;1;other;other;reputation;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;4;4;3;1;3;5;1;8;7;10;java
GP;F;19;U;LE3;T;4;2;services;services;reputation;other;2;2;1;no;no;no;yes;yes;yes;no;no;3;3;3;1;1;3;2;14;17;15;java
MS;F;19;U;GT3;T;4;2;other;health;course;mother;1;2;0;no;no;yes;no;yes;yes;yes;no;5;1;5;1;1;5;55;10;12;15;java
GP;F;18;U;GT3;T;1;1;services;services;home;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;1;1;2;7;6;7;java
GP;F;15;U;GT3;A;2;3;other;services;course;mother;2;1;0;yes;yes;yes;yes;yes;yes;yes;no;4;4;3;1;1;3;2;9;11;16;java
GP;F;16;R;GT3;T;4;4;teacher;services;course;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;2;0;12;11;11;java
GP;F;20;U;LE3;T;1;3;health;other;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;5;3;4;1;2;3;12;8;9;9;java
GP;M;17;R;GT3;A;4;4;services;teacher;other;mother;1;2;0;no;yes;no;yes;no;yes;no;yes;4;3;5;2;5;3;0;10;10;9;java
GP;M;15;U;LE3;T;2;2;at_home;other;course;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;3;4;5;1;1;1;12;12;13;13;java
GP;F;19;R;GT3;T;4;1;other;services;course;mother;1;1;0;no;yes;yes;no;yes;yes;yes;no;4;3;5;3;2;5;0;12;12;13;java
MS;F;18;R;GT3;T;2;3;at_home;services;home;mother;1;1;0;no;no;yes;no;no;yes;yes;yes;2;2;5;3;5;3;5;4;3;5;java
GP;M;15;U;LE3;T;1;2;teacher;services;reputation;mother;2;1;0;no;yes;no;no;yes;no;yes;yes;5;2;5;1;1;5;0;13;13;7;java
GP;M;15;U;GT3;T;4;1;teacher;other;course;mother;2;3;0;no;yes;no;no;yes;yes;no;no;4;4;3;1;3;3;0;12;11;13;java
GP;F;15;U;GT3;T;2;3;teacher;services;reputation;mother;1;2;0;no;no;yes;no;no;yes;yes;no;4;4;5;1;1;5;0;15;12;12;java
GP;F;17;R;GT3;T;1;1;other;other;course;mother;1;3;0;no;no;no;no;yes;yes;yes;no;1;4;4;1;5;3;1;12;10;9;java
GP;F;17;R;GT3;T;1;3;services;services;course;mother;2;1;0;no;yes;yes;yes;yes;yes;yes;no;4;3;2;1;2;3;10;7;8;10;java
MS;F;15;R;GT3;T;3;4;at_home;other;course;mother;2;2;0;no;no;no;no;yes;yes;yes;no;3;4;1;1;3;5;2;7;10;9;java
GP;F;15;U;GT3;T;4;3;teacher;other;reputation;mother;1;2;3;no;no;no;yes;yes;yes;yes;no;4;4;1;1;3;2;5;8;8;11;java
GP;M;15;U;GT3;T;3;3;teacher;services;home;mother;1;3;0;no;yes;yes;yes;no;yes;yes;yes;5;5;3;3;3;5;17;16;18;19;java
GP;F;16;R;GT3;T;1;1;other;other;home;father;1;2;0;yes;yes;yes;yes;yes;yes;yes;no;3;2;3;4;1;5;3;11;12;15;java
MS;F;16;U;GT3;T;1;4;health;other;course;mother;1;2;0;no;no;no;yes;yes;yes;no;no;5;2;4;1;1;3;1;10;9;10;java
GP;M;19;U;GT3;T;2;2;teacher;other;home;father;3;3;0;no;yes;yes;no;no;yes;yes;no;4;2;2;1;4;5;0;4;5;6;java
MS;M;15;R;GT3;T;3;4;services;teacher;reputation;mother;2;1;1;no;yes;yes;no;no;no;no;no;4;5;3;1;1;3;2;12;9;12;java
GP;F;17;U;GT3;T;1;4;other;other;reputation;mother;1;2;1;no;no;no;yes;yes;yes;yes;no;4;3;3;2;2;4;0;5;8;11;java
GP;M;17;U;GT3;T;4;2;other;services;reputation;father;1;1;0;no;yes;no;no;yes;yes;yes;yes;3;2;2;5;2;4;0;15;14;13;java
GP;F;17;R;LE3;T;4;4;teacher;services;home;father;1;1;0;no;yes;no;no;yes;no;no;no;5;3;2;4;2;5;5;11;8;12;java
GP;F;16;R;LE3;T;4;2;other;other;course;father;1;4;0;yes;yes;no;no;yes;yes;yes;no;4;3;5;1;4;5;43;13;14;17;java
GP;M;16;U;GT3;T;3;3;teacher;other;course;mother;2;2;0;no;no;no;yes;yes;yes;yes;yes;4;2;2;1;1;5;0;3;3;4;java
GP;F;15;U;GT3;T;4;3;other;services;other;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;no;4;5;3;1;3;3;21;17;18;17;java
GP;M;18;U;GT3;T;4;4;other;other;course;mother;1;2;0;no;yes;no;no;no;yes;no;yes;4;3;3;2;1;1;0;10;8;9;java
GP;F;15;U;GT3;A;4;4;teacher;teacher;course;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;4;4;1;5;2;5;13;14;12;java
GP;M;16;U;GT3;T;1;1;services;services;home;father;1;1;0;no;yes;no;no;yes;yes;yes;no;5;3;2;1;1;4;0;6;7;6;java
GP;M;17;U;GT3;T;2;2;at_home;other;course;other;2;2;1;no;no;no;yes;no;yes;yes;yes;3;4;5;1;1;5;0;8;5;6;java
MS;F;16;U;GT3;A;1;3;at_home;other;home;mother;2;1;0;yes;no;yes;no;no;yes;no;yes;5;3;4;1;3;3;3;4;1;6;java
GP;F;15;R;LE3;T;2;2;at_home;services;reputation;mother;1;1;3;no;no;yes;yes;yes;yes;yes;no;4;4;4;1;4;3;2;11;13;13;java
MS;M;15;U;GT3;T;3;1;health;services;reputation;other;1;1;0;no;no;no;no;yes;yes;no;yes;4;2;2;1;1;3;9;12;15;16;java
GP;F;18;U;LE3;T;3;3;other;services;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;5;4;2;1;1;4;0;13;12;9;java
GP;F;19;U;GT3;T;2;4;services;other;course;mother;1;1;1;no;yes;no;yes;yes;yes;yes;no;1;4;3;1;1;5;7;7;6;9;java
GP;M;19;R;GT3;T;2;4;services;services;other;mother;1;1;2;yes;no;no;no;no;yes;no;no;4;4;4;1;1;5;0;13;12;14;java
GP;M;16;R;LE3;A;3;2;at_home;other;other;mother;1;1;1;no;no;no;yes;yes;yes;no;no;4;5;3;1;2;3;6;10;10;13;java
GP;F;19;U;GT3;T;4;2;at_home;other;reputation;mother;1;2;1;no;yes;no;no;yes;yes;yes;no;5;3;5;1;1;5;0;7;9;7;java
GP;F;17;R;LE3;T;2;2;health;other;course;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;5;4;2;1;2;5;2;13;11;14;java
GP;F;18;R;LE3;T;4;4;services;other;home;father;1;2;0;no;yes;yes;yes;yes;yes;yes;no;1;5;4;1;4;5;1;9;11;12;java
GP;M;18;R;GT3;T;4;2;services;other;home;mother;1;1;0;no;no;yes;yes;yes;yes;yes;no;5;4;5;1;1;5;11;13;16;17;java
GP;F;19;U;GT3;T;3;4;at_home;services;reputation;mother;1;1;2;no;no;no;yes;no;yes;yes;no;4;3;3;1;1;4;0;16;15;14;java
GP;M;15;U;GT3;T;1;1;other;other;course;mother;3;2;3;yes;yes;yes;no;yes;yes;yes;yes;3;3;4;3;2;2;3;5;6;6;java
GP;F;18;U;GT3;A;2;1;other;teacher;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;no;no;4;3;4;1;3;4;9;9;12;12;java
GP;M;16;U;LE3;T;2;1;other;other;reputation;mother;3;1;0;yes;yes;yes;yes;yes;yes;no;no;3;3;5;2;3;1;16;11;7;12;java
GP;M;18;U;GT3;A;4;3;other;other;course;mother;2;1;0;no;yes;yes;no;yes;yes;no;no;4;3;4;1;1;5;2;10;9;10;java
GP;F;17;R;LE3;A;1;2;other;other;course;mother;1;1;0;no;no;no;yes;yes;yes;no;yes;4;4;3;1;4;5;0;5;2;5;java
GP;M;16;R;GT3;T;4;4;other;teacher;reputation;mother;2;1;0;no;yes;yes;no;no;yes;yes;no;4;4;5;2;1;5;0;12;13;11;java
GP;F;18;U;LE3;T;4;1;services;other;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;no;no;5;2;5;1;1;5;0;11;11;12;java
GP;M;15;R;GT3;T;1;1;services;other;home;mother;2;1;0;no;yes;no;yes;yes;yes;yes;yes;5;3;3;1;1;3;4;9;9;9;java
GP;F;17;U;GT3;T;2;3;health;services;reputation;mother;3;3;0;no;yes;yes;yes;yes;yes;yes;no;5;4;2;1;2;1;28;17;17;17;java
GP;M;18;U;GT3;T;2;3;at_home;at_home;reputation;mother;1;2;0;no;no;no;yes;no;yes;yes;no;3;2;1;2;1;1;0;6;7;10;java
GP;F;15;U;GT3;T;1;3;at_home;services;reputation;father;1;3;0;no;no;no;no;yes;yes;yes;no;3;3;3;1;1;5;0;10;8;8;java
GP;M;16;U;GT3;T;1;3;teacher;other;other;mother;2;2;0;no;yes;yes;no;no;no;yes;no;5;3;3;5;1;2;0;7;6;7;java
MS;M;17;U;GT3;T;2;1;other;services;course;mother;1;2;0;no;no;no;no;yes;yes;yes;no;4;3;3;1;3;3;0;8;8;10;java
GP;M;18;U;GT3;T;2;2;health;teacher;reputation;mother;1;2;0;no;yes;no;no;no;yes;yes;no;3;3;3;2;3;5;1;12;11;11;java
GP;M;15;R;LE3;T;3;3;other;services;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;no;no;5;2;5;3;2;1;2;5;3;5;java
GP;M;17;U;GT3;A;4;3;services;other;reputation;mother;1;2;0;no;no;yes;no;yes;no;yes;no;4;4;5;1;1;4;0;15;16;13;java
GP;F;17;U;LE3;T;2;4;at_home;other;home;mother;1;1;1;no;yes;yes;yes;yes;yes;yes;no;4;5;3;5;1;4;0;6;7;9;java
GP;M;17;U;GT3;T;4;1;teacher;services;home;mother;1;3;2;no;no;no;no;yes;yes;yes;yes;4;5;4;1;1;5;3;8;9;13;java
GP;M;18;R;LE3;A;1;4;services;other;other;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3;4;5;2;3;1;1;17;18;17;java
GP;F;18;R;LE3;T;1;4;other;services;reputation;mother;1;2;0;no;no;yes;yes;yes;yes;yes;no;5;3;4;2;2;4;0;13;11;9;java
GP;M;18;U;GT3;T;2;3;at_home;other;reputation;mother;1;1;0;yes;yes;no;yes;yes;yes;yes;no;3;3;5;1;1;2;0;7;9;8;java
GP;M;16;R;GT3;T;4;3;services;other;other;mother;2;2;2;no;no;yes;no;yes;yes;no;no;5;4;5;1;3;5;0;12;13;12;java
MS;F;18;U;GT3;T;1;3;health;other;reputation;mother;2;1;0;no;yes;yes;yes;yes;no;yes;yes;4;3;4;1;1;3;0;4;6;6;java
GP;M;16;R;GT3;T;4;4;other;services;home;mother;1;4;0;no;yes;yes;no;yes;yes;yes;yes;3;3;4;2;5;3;0;11;9;9;java
MS;F;17;U;LE3;T;4;4;other;other;course;mother;2;1;0;no;yes;yes;no;yes;yes;no;yes;5;4;3;2;4;5;2;6;7;10;java
MS;F;16;U;LE3;T;4;1;services;services;course;mother;1;1;0;no;yes;yes;no;yes;yes;yes;yes;5;4;2;2;5;1;1;7;9;9;java
GP;M;16;U;GT3;T;3;2;other;other;course;mother;3;2;0;no;no;no;yes;no;yes;no;yes;4;3;2;2;2;1;0;15;15;16;java
GP;M;16;R;LE3;T;3;3;other;services;home;mother;1;1;1;no;no;no;yes;no;yes;yes;no;3;1;3;3;5;5;1;14;12;9;java
GP;F;15;R;GT3;T;3;1;services;other;reputation;father;1;2;0;no;yes;yes;no;yes;yes;no;no;4;5;3;1;2;5;3;15;15;15;java
GP;F;15;R;LE3;T;3;2;other;other;reputation;father;3;3;1;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;1;1;0;8;4;6;java
GP;M;16;U;GT3;T;1;2;services;services;home;mother;2;2;0;no;yes;no;no;no;yes;yes;yes;5;3;2;1;1;5;3;17;18;18;java
GP;F;15;R;LE3;T;4;4;at_home;other;home;mother;1;1;3;no;no;no;yes;no;yes;no;no;5;3;5;1;1;3;0;10;10;10;java
MS;M;15;R;GT3;T;3;1;other;services;other;father;2;2;0;no;yes;no;no;yes;no;yes;no;4;2;2;1;1;2;0;9;12;11;java
GP;F;15;U;GT3;A;1;4;other;other;home;mother;1;3;0;yes;no;yes;yes;yes;yes;yes;yes;4;3;4;1;1;2;26;8;12;13;java
GP;M;16;U;LE3;T;1;2;teacher;other;reputation;other;2;2;0;yes;yes;no;yes;yes;yes;yes;yes;4;3;3;2;1;4;3;8;9;7;java
MS;F;18;U;GT3;T;3;2;services;other;home;mother;1;1;0;no;yes;yes;no;yes;yes;yes;yes;3;3;2;1;4;5;0;10;9;9;java
MS;F;15;U;GT3;A;2;2;services;at_home;reputation;mother;1;1;0;no;no;no;no;yes;yes;yes;no;5;4;3;1;2;5;0;7;4;6;java
GP;M;16;R;GT3;T;1;2;services;services;reputation;mother;2;2;3;no;yes;yes;yes;no;yes;yes;yes;4;4;5;2;1;3;10;8;8;11;java
GP;M;15;U;GT3;T;3;2;other;other;course;mother;1;1;0;no;no;no;no;no;yes;no;no;4;2;2;1;2;5;5;13;15;16;java
GP;M;19;U;LE3;T;4;2;services;other;course;mother;2;4;0;no;yes;yes;yes;yes;yes;yes;no;5;2;5;1;1;5;0;13;16;14;java
MS;F;17;U;GT3;T;4;2;services;other;reputation;mother;1;3;0;no;yes;yes;no;yes;yes;yes;yes;3;4;4;1;2;3;0;8;10;11;java
MS;M;17;U;GT3;T;3;1;other;other;other;mother;1;4;0;no;yes;no;no;yes;yes;yes;no;4;3;2;1;1;3;0;17;18;16;java
GP;F;15;U;GT3;A;2;2;at_home;other;reputation;father;1;2;1;no;yes;no;no;yes;yes;yes;no;5;3;4;2;1;1;5;6;7;7;java
GP;F;18;U;GT3;T;4;1;at_home;other;course;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;5;5;2;1;1;5;20;13;14;15;java
GP;M;16;U;GT3;T;2;1;health;other;course;other;1;1;3;no;yes;yes;yes;no;yes;no;yes;4;3;2;1;4;2;7;14;14;17;java
